H;penstroke-edit;2;caveat_edit fixing.cdr;464;564;0
G;0;0000;a
S;25;0;91,56;386,02
S;25;0;94,54;385,83
S;25;0;97,52;385,58
S;25;0;100,49;385,29
S;25;0;103,47;385,05
S;25;0;106,45;384,99
S;25;0;109,44;384,88
S;25;0;112,42;384,72
S;25;0;115,40;384,51
S;25;0;118,38;384,26
S;25;0;121,36;383,97
S;25;0;124,33;383,66
S;25;0;127,30;383,33
S;25;0;130,27;382,99
S;25;0;133,23;382,65
S;25;0;136,20;382,32
S;25;0;139,17;381,99
S;25;0;142,15;381,69
S;25;0;145,12;381,42
S;25;0;148,10;381,18
S;25;0;151,08;381,00
S;25;0;154,07;380,89
S;25;0;157,05;380,84
S;25;0;160,04;380,85
S;25;0;163,03;380,91
S;25;0;166,01;381,01
S;25;0;169,00;381,15
S;25;0;171,98;381,31
S;25;0;174,96;381,50
S;25;0;177,95;381,70
S;25;0;180,93;381,92
S;25;0;183,91;382,13
S;25;0;186,89;382,34
S;25;0;189,87;382,54
S;25;0;192,85;382,72
G;26;0000;cap_A
S;26;1;132,06;304,56
S;26;1;134,86;305,59
S;26;1;137,73;306,39
S;26;1;140,66;306,98
S;26;1;143,62;307,35
S;26;1;146,60;307,54
S;26;1;149,58;307,56
S;26;1;152,57;307,44
S;26;1;155,54;307,20
S;26;1;158,50;306,85
S;26;1;161,46;306,41
S;26;1;164,40;305,91
S;26;1;167,33;305,35
S;26;1;170,26;304,75
S;26;1;173,18;304,13
S;26;1;176,09;303,50
S;26;1;179,01;302,86
S;26;1;181,93;302,24
S;26;1;184,85;301,65
S;26;1;187,79;301,10
S;26;1;190,73;300,61
S;26;1;193,69;300,20
S;26;1;196,65;299,88
S;26;1;199,63;299,67
S;26;1;202,62;299,60
S;26;1;205,60;299,70
S;26;1;208,57;299,98
S;26;1;211,51;300,47
S;26;1;214,41;301,19
S;26;1;217,23;302,17
S;26;1;219,95;303,39
S;26;0;69,22;417,76
S;26;0;70,06;414,88
S;26;0;70,96;412,01
S;26;0;71,91;409,16
S;26;0;72,91;406,33
S;26;0;73,94;403,50
S;26;0;75,00;400,69
S;26;0;76,09;397,90
S;26;0;77,22;395,11
S;26;0;78,36;392,33
S;26;0;79,53;389,57
S;26;0;80,72;386,81
S;26;0;81,93;384,06
S;26;0;83,16;381,32
S;26;0;84,41;378,58
S;26;0;85,67;375,86
S;26;0;86,95;373,14
S;26;0;88,25;370,43
S;26;0;89,56;367,73
S;26;0;90,89;365,04
S;26;0;92,24;362,35
S;26;0;93,60;359,67
S;26;0;94,97;357,00
S;26;0;96,36;354,34
S;26;0;97,77;351,68
S;26;0;99,20;349,04
S;26;0;100,64;346,40
S;26;0;102,10;343,78
S;26;0;103,57;341,16
S;26;0;105,07;338,56
S;26;0;106,59;335,97
S;26;0;108,14;333,39
S;26;0;109,71;330,83
S;26;0;111,31;328,29
S;26;0;113,00;325,81
S;26;0;114,79;323,39
S;26;0;116,63;321,02
S;26;0;118,51;318,68
S;26;0;120,40;316,34
S;26;0;122,28;314,00
S;26;0;124,12;311,62
S;26;0;125,89;309,19
S;26;0;127,56;306,70
S;26;0;129,11;304,13
S;26;0;130,52;301,47
S;26;0;131,82;298,77
S;26;0;133,03;296,02
S;26;0;134,18;293,24
S;26;0;135,30;290,45
S;26;0;136,41;287,66
S;26;0;137,54;284,88
S;26;0;138,72;282,12
S;26;0;139,97;279,39
S;26;0;141,32;276,70
S;26;0;142,71;274,04
S;26;0;144,11;271,38
S;26;0;145,54;268,74
S;26;0;146,98;266,10
S;26;0;148,44;263,48
S;26;0;149,92;260,86
S;26;0;151,41;258,25
S;26;0;152,92;255,66
S;26;0;154,44;253,06
S;26;0;155,97;250,48
S;26;0;157,52;247,91
S;26;0;159,08;245,34
S;26;0;160,65;242,77
S;26;0;162,22;240,22
S;26;0;163,81;237,67
S;26;0;165,40;235,12
S;26;0;167,00;232,58
S;26;0;168,60;230,04
S;26;0;170,21;227,50
S;26;0;171,83;224,97
S;26;0;173,45;222,44
S;26;0;175,07;219,91
S;26;0;176,69;217,38
S;26;0;178,26;214,82
S;26;0;179,77;212,22
S;26;0;181,26;209,61
S;26;0;182,76;207,01
S;26;0;184,27;204,41
S;26;0;185,79;201,82
S;26;0;187,33;199,24
S;26;0;188,90;196,68
S;26;0;190,50;194,13
S;26;0;192,12;191,61
S;26;0;193,78;189,11
S;26;0;195,49;186,63
S;26;0;197,24;184,19
S;26;0;199,04;181,79
S;26;0;200,90;179,43
S;26;0;202,84;177,13
S;26;0;204,85;174,91
S;26;0;206,97;172,77
S;26;0;209,20;170,76
S;26;0;211,57;168,92
S;26;0;214,11;167,31
S;26;0;216,84;166,07
S;26;0;219,75;165,37
S;26;0;222,75;165,44
S;26;0;225,59;166,38
S;26;0;228,08;168,05
S;26;0;230,21;170,16
S;26;0;232,06;172,53
S;26;0;233,59;175,11
S;26;0;234,80;177,86
S;26;0;235,71;180,72
S;26;0;236,34;183,66
S;26;0;236,73;186,63
S;26;0;236,92;189,63
S;26;0;236,94;192,64
S;26;0;236,82;195,64
S;26;0;236,58;198,63
S;26;0;236,26;201,62
S;26;0;235,86;204,60
S;26;0;235,41;207,57
S;26;0;234,92;210,53
S;26;0;234,41;213,49
S;26;0;233,90;216,45
S;26;0;233,40;219,41
S;26;0;232,94;222,38
S;26;0;232,55;225,36
S;26;0;232,25;228,35
S;26;0;232,07;231,35
S;26;0;231,88;234,35
S;26;0;231,65;237,34
S;26;0;231,39;240,33
S;26;0;231,09;243,32
S;26;0;230,77;246,31
S;26;0;230,43;249,29
S;26;0;230,06;252,28
S;26;0;229,66;255,25
S;26;0;229,26;258,23
S;26;0;228,83;261,20
S;26;0;228,40;264,18
S;26;0;227,95;267,15
S;26;0;227,50;270,12
S;26;0;227,05;273,09
S;26;0;226,60;276,06
S;26;0;226,14;279,03
S;26;0;225,70;282,00
S;26;0;225,26;284,97
S;26;0;224,83;287,94
S;26;0;224,42;290,92
S;26;0;224,02;293,90
S;26;0;223,64;296,88
S;26;0;223,32;299,86
S;26;0;223,06;302,86
S;26;0;222,85;305,85
S;26;0;222,68;308,85
S;26;0;222,55;311,85
S;26;0;222,45;314,86
S;26;0;222,37;317,86
S;26;0;222,29;320,86
S;26;0;222,22;323,86
S;26;0;222,15;326,87
S;26;0;222,06;329,87
S;26;0;221,95;332,87
S;26;0;221,81;335,87
S;26;0;221,63;338,87
S;26;0;221,43;341,87
S;26;0;221,22;344,87
S;26;0;221,00;347,86
S;26;0;220,76;350,86
S;26;0;220,52;353,85
S;26;0;220,28;356,85
S;26;0;220,03;359,84
S;26;0;219,79;362,83
S;26;0;219,56;365,83
S;26;0;219,33;368,82
S;26;0;219,12;371,82
S;26;0;218,92;374,82
S;26;0;218,74;377,82
S;26;0;218,59;380,82
S;26;0;218,46;383,82
S;26;0;218,36;386,82
S;26;0;218,29;389,82
S;26;0;218,25;392,83
S;26;0;218,25;395,83
S;26;0;218,29;398,84
S;26;0;218,38;401,84
S;26;0;218,51;404,84
G;27;0000;cap_B
S;27;1;124,82;290,78
S;27;1;127,76;291,34
S;27;1;130,73;291,74
S;27;1;133,71;292,00
S;27;1;136,70;292,12
S;27;1;139,69;292,10
S;27;1;142,68;291,96
S;27;1;145,67;291,70
S;27;1;148,64;291,35
S;27;1;151,60;290,92
S;27;1;154,55;290,43
S;27;1;157,50;289,91
S;27;1;160,44;289,36
S;27;1;163,39;288,82
S;27;1;166,34;288,31
S;27;1;169,29;287,84
S;27;1;172,26;287,44
S;27;1;175,24;287,12
S;27;1;178,22;286,91
S;27;1;181,22;286,83
S;27;1;184,21;286,88
S;27;1;187,20;287,07
S;27;1;190,17;287,43
S;27;1;193,12;287,93
S;27;1;196,04;288,60
S;27;1;198,92;289,41
S;27;1;201,76;290,36
S;27;1;204,54;291,45
S;27;1;207,28;292,66
S;27;1;209,97;293,98
S;27;1;212,60;295,41
S;27;1;215,17;296,94
S;27;1;217,67;298,59
S;27;1;220,09;300,36
S;27;1;222,41;302,24
S;27;1;224,63;304,25
S;27;1;226,72;306,39
S;27;1;228,69;308,65
S;27;1;230,50;311,03
S;27;1;232,15;313,53
S;27;1;233,62;316,14
S;27;1;234,90;318,84
S;27;1;235,99;321,63
S;27;1;236,88;324,48
S;27;1;237,58;327,40
S;27;1;238,07;330,35
S;27;1;238,38;333,33
S;27;1;238,50;336,32
S;27;1;238,44;339,31
S;27;1;238,22;342,29
S;27;1;237,84;345,26
S;27;1;237,31;348,21
S;27;1;236,65;351,13
S;27;1;235,85;354,01
S;27;1;234,94;356,87
S;27;1;233,92;359,68
S;27;1;232,79;362,45
S;27;1;231,57;365,18
S;27;1;230,26;367,87
S;27;1;228,85;370,52
S;27;1;227,37;373,12
S;27;1;225,82;375,68
S;27;1;224,19;378,19
S;27;1;222,49;380,65
S;27;1;220,72;383,07
S;27;1;218,90;385,44
S;27;1;217,01;387,77
S;27;1;215,07;390,04
S;27;1;213,07;392,27
S;27;1;211,01;394,45
S;27;1;208,91;396,58
S;27;1;206,75;398,65
S;27;1;204,55;400,68
S;27;1;202,29;402,65
S;27;1;199,99;404,56
S;27;1;197,65;406,42
S;27;1;195,25;408,22
S;27;1;192,82;409,96
S;27;1;190,34;411,64
S;27;1;187,82;413,26
S;27;1;185,25;414,80
S;27;1;182,65;416,28
S;27;1;180,00;417,68
S;27;1;177,32;419,00
S;27;1;174,60;420,25
S;27;1;171,84;421,40
S;27;1;169,04;422,47
S;27;1;166,21;423,45
S;27;1;163,35;424,32
S;27;1;160,45;425,08
S;27;1;157,53;425,74
S;27;1;154,59;426,27
S;27;1;151,62;426,68
S;27;1;148,64;426,95
S;27;1;145,65;427,08
S;27;1;142,66;427,07
S;27;1;139,67;426,90
S;27;1;136,69;426,57
S;27;1;133,74;426,08
S;27;1;130,82;425,41
S;27;1;127,95;424,58
S;27;1;125,13;423,58
S;27;1;122,37;422,40
S;27;1;119,69;421,07
S;27;1;117,10;419,57
S;27;1;114,60;417,93
S;27;1;112,20;416,15
S;27;1;109,90;414,23
S;27;1;107,70;412,19
S;27;1;105,61;410,05
S;27;1;103,63;407,80
S;27;1;101,76;405,47
S;27;0;183,03;282,14
S;27;0;185,03;279,92
S;27;0;187,07;277,73
S;27;0;189,13;275,56
S;27;0;191,21;273,41
S;27;0;193,31;271,27
S;27;0;195,41;269,14
S;27;0;197,52;267,02
S;27;0;199,62;264,90
S;27;0;201,73;262,77
S;27;0;203,84;260,65
S;27;0;205,94;258,52
S;27;0;208,03;256,38
S;27;0;210,12;254,24
S;27;0;212,20;252,08
S;27;0;214,26;249,92
S;27;0;216,31;247,73
S;27;0;218,34;245,54
S;27;0;220,35;243,32
S;27;0;222,34;241,09
S;27;0;224,31;238,84
S;27;0;226,25;236,56
S;27;0;228,16;234,25
S;27;0;230,03;231,92
S;27;0;231,86;229,56
S;27;0;233,65;227,16
S;27;0;235,39;224,72
S;27;0;237,07;222,25
S;27;0;238,68;219,73
S;27;0;240,21;217,16
S;27;0;241,65;214,54
S;27;0;242,99;211,86
S;27;0;244,19;209,12
S;27;0;245,23;206,32
S;27;0;246,09;203,45
S;27;0;246,73;200,53
S;27;0;247,09;197,56
S;27;0;247,19;194,57
S;27;0;246,98;191,59
S;27;0;246,45;188,64
S;27;0;245,60;185,78
S;27;0;244,43;183,02
S;27;0;242,96;180,42
S;27;0;241,22;177,98
S;27;0;239,26;175,73
S;27;0;237,09;173,67
S;27;0;234,76;171,79
S;27;0;232,29;170,10
S;27;0;229,72;168,58
S;27;0;227,05;167,23
S;27;0;224,30;166,04
S;27;0;221,50;165,00
S;27;0;218,64;164,11
S;27;0;215,75;163,36
S;27;0;212,82;162,75
S;27;0;209,86;162,27
S;27;0;206,89;161,93
S;27;0;203,91;161,72
S;27;0;200,92;161,65
S;27;0;197,93;161,72
S;27;0;194,94;161,94
S;27;0;191,97;162,32
S;27;0;189,03;162,86
S;27;0;186,13;163,57
S;27;0;183,28;164,49
S;27;0;180,51;165,62
S;27;0;177,85;166,98
S;27;0;175,34;168,62
S;27;0;173,07;170,56
S;27;0;171,08;172,79
S;27;0;169,29;175,18
S;27;0;167,65;177,69
S;27;0;166,13;180,26
S;27;0;164,70;182,89
S;27;0;163,34;185,56
S;27;0;162,05;188,25
S;27;0;160,80;190,97
S;27;0;159,60;193,71
S;27;0;158,44;196,47
S;27;0;157,31;199,24
S;27;0;156,21;202,02
S;27;0;155,13;204,81
S;27;0;154,07;207,61
S;27;0;153,03;210,42
S;27;0;152,00;213,22
S;27;0;150,98;216,04
S;27;0;149,96;218,85
S;27;0;148,95;221,67
S;27;0;147,94;224,48
S;27;0;146,92;227,29
S;27;0;145,87;230,10
S;27;0;144,79;232,89
S;27;0;143,68;235,67
S;27;0;142,61;238,46
S;27;0;141,56;241,26
S;27;0;140,53;244,07
S;27;0;139,51;246,88
S;27;0;138,52;249,71
S;27;0;137,53;252,53
S;27;0;136,55;255,36
S;27;0;135,58;258,19
S;27;0;134,60;261,01
S;27;0;133,62;263,84
S;27;0;132,64;266,67
S;27;0;131,65;269,49
S;27;0;130,64;272,31
S;27;0;129,61;275,12
S;27;0;128,56;277,92
S;27;0;127,49;280,71
S;27;0;126,39;283,49
S;27;0;125,26;286,26
S;27;0;124,09;289,02
S;27;0;122,90;291,76
S;27;0;121,70;294,50
S;27;0;120,50;297,24
S;27;0;119,28;299,98
S;27;0;118,06;302,71
S;27;0;116,84;305,44
S;27;0;115,61;308,17
S;27;0;114,38;310,89
S;27;0;113,14;313,62
S;27;0;111,91;316,34
S;27;0;110,68;319,07
S;27;0;109,45;321,80
S;27;0;108,22;324,53
S;27;0;107,00;327,26
S;27;0;105,79;329,99
S;27;0;104,57;332,73
S;27;0;103,37;335,47
S;27;0;102,18;338,21
S;27;0;101,00;340,96
S;27;0;99,83;343,71
S;27;0;98,67;346,47
S;27;0;97,52;349,24
S;27;0;96,39;352,01
S;27;0;95,28;354,78
S;27;0;94,18;357,57
S;27;0;93,10;360,36
S;27;0;92,05;363,16
S;27;0;91,01;365,96
S;27;0;89,99;368,78
S;27;0;89,00;371,60
S;27;0;88,04;374,43
S;27;0;87,10;377,27
S;27;0;86,19;380,12
S;27;0;85,31;382,98
S;27;0;84,46;385,85
S;27;0;83,64;388,73
S;27;0;82,85;391,61
S;27;0;82,10;394,51
G;28;0000;cap_C
S;28;0;220,86;240,99
S;28;0;222,39;238,41
S;28;0;223,93;235,83
S;28;0;225,45;233,25
S;28;0;226,97;230,66
S;28;0;228,47;228,06
S;28;0;229,94;225,44
S;28;0;231,37;222,80
S;28;0;232,76;220,14
S;28;0;234,11;217,46
S;28;0;235,40;214,75
S;28;0;236,62;212,01
S;28;0;237,78;209,24
S;28;0;238,84;206,44
S;28;0;239,82;203,60
S;28;0;240,68;200,72
S;28;0;241,41;197,81
S;28;0;242,01;194,87
S;28;0;242,43;191,90
S;28;0;242,67;188,91
S;28;0;242,70;185,91
S;28;0;242,49;182,92
S;28;0;242,03;179,95
S;28;0;241,29;177,05
S;28;0;240,28;174,22
S;28;0;238,99;171,51
S;28;0;237,44;168,94
S;28;0;235,65;166,53
S;28;0;233,58;164,36
S;28;0;231,24;162,50
S;28;0;228,65;160,98
S;28;0;225,86;159,87
S;28;0;222,94;159,20
S;28;0;219,95;158,99
S;28;0;216,96;159,25
S;28;0;214,04;159,92
S;28;0;211,20;160,89
S;28;0;208,45;162,08
S;28;0;205,77;163,45
S;28;0;203,17;164,95
S;28;0;200,64;166,55
S;28;0;198,16;168,24
S;28;0;195,73;170,00
S;28;0;193,34;171,82
S;28;0;191,00;173,70
S;28;0;188,70;175,63
S;28;0;186,43;177,59
S;28;0;184,20;179,60
S;28;0;181,99;181,63
S;28;0;179,82;183,70
S;28;0;177,67;185,79
S;28;0;175,54;187,91
S;28;0;173,44;190,06
S;28;0;171,37;192,22
S;28;0;169,31;194,41
S;28;0;167,28;196,62
S;28;0;165,27;198,85
S;28;0;163,28;201,10
S;28;0;161,31;203,36
S;28;0;159,37;205,65
S;28;0;157,45;207,95
S;28;0;155,55;210,28
S;28;0;153,68;212,62
S;28;0;151,84;214,99
S;28;0;150,04;217,39
S;28;0;148,27;219,82
S;28;0;146,52;222,26
S;28;0;144,79;224,71
S;28;0;143,08;227,18
S;28;0;141,40;229,66
S;28;0;139,73;232,16
S;28;0;138,09;234,67
S;28;0;136,47;237,19
S;28;0;134,87;239,73
S;28;0;133,29;242,29
S;28;0;131,74;244,85
S;28;0;130,21;247,44
S;28;0;128,70;250,03
S;28;0;127,22;252,64
S;28;0;125,76;255,26
S;28;0;124,33;257,90
S;28;0;122,92;260,55
S;28;0;121,54;263,22
S;28;0;120,19;265,90
S;28;0;118,86;268,59
S;28;0;117,56;271,30
S;28;0;116,30;274,02
S;28;0;115,06;276,75
S;28;0;113,85;279,50
S;28;0;112,68;282,26
S;28;0;111,53;285,03
S;28;0;110,42;287,82
S;28;0;109,35;290,62
S;28;0;108,31;293,44
S;28;0;107,30;296,27
S;28;0;106,34;299,11
S;28;0;105,41;301,96
S;28;0;104,52;304,83
S;28;0;103,67;307,71
S;28;0;102,87;310,60
S;28;0;102,11;313,50
S;28;0;101,39;316,42
S;28;0;100,72;319,34
S;28;0;100,10;322,28
S;28;0;99,53;325,22
S;28;0;99,01;328,18
S;28;0;98,55;331,14
S;28;0;98,13;334,12
S;28;0;97,78;337,10
S;28;0;97,48;340,08
S;28;0;97,24;343,07
S;28;0;97,07;346,07
S;28;0;96,96;349,07
S;28;0;96,91;352,07
S;28;0;96,93;355,07
S;28;0;97,02;358,07
S;28;0;97,17;361,07
S;28;0;97,40;364,06
S;28;0;97,71;367,05
S;28;0;98,07;370,02
S;28;0;98,45;373,00
S;28;0;98,87;375,97
S;28;0;99,32;378,94
S;28;0;99,83;381,90
S;28;0;100,39;384,85
S;28;0;101,02;387,78
S;28;0;101,73;390,70
S;28;0;102,52;393,59
S;28;0;103,43;396,45
S;28;0;104,45;399,27
S;28;0;105,62;402,04
S;28;0;106,94;404,73
S;28;0;108,45;407,32
S;28;0;110,16;409,79
S;28;0;112,09;412,09
S;28;0;114,25;414,17
S;28;0;116,64;415,98
S;28;0;119,24;417,47
S;28;0;122,01;418,63
S;28;0;124,90;419,43
S;28;0;127,86;419,90
S;28;0;130,86;420,06
S;28;0;133,85;419,96
S;28;0;136,83;419,62
S;28;0;139,79;419,08
S;28;0;142,70;418,38
S;28;0;145,58;417,53
S;28;0;148,43;416,59
S;28;0;151,26;415,59
S;28;0;154,07;414,54
S;28;0;156,86;413,43
S;28;0;159,63;412,28
S;28;0;162,39;411,09
S;28;0;165,13;409,87
S;28;0;167,86;408,61
S;28;0;170,57;407,34
S;28;0;173,28;406,04
S;28;0;175,97;404,72
S;28;0;178,66;403,39
S;28;0;181,35;402,04
S;28;0;184,03;400,69
S;28;0;186,70;399,32
S;28;0;189,34;397,91
S;28;0;191,97;396,46
S;28;0;194,58;394,97
S;28;0;197,16;393,44
S;28;0;199,72;391,87
S;28;0;202,25;390,27
S;28;0;204,76;388,62
S;28;0;207,25;386,94
S;28;0;209,71;385,23
S;28;0;212,15;383,48
S;28;0;214,56;381,69
S;28;0;216,95;379,87
S;28;0;219,31;378,01
S;28;0;221,64;376,12
S;28;0;223,94;374,20
G;29;0000;cap_D
S;29;1;171,09;156,61
S;29;1;170,17;159,48
S;29;1;169,24;162,34
S;29;1;168,31;165,21
S;29;1;167,37;168,07
S;29;1;166,43;170,93
S;29;1;165,49;173,79
S;29;1;164,54;176,65
S;29;1;163,58;179,51
S;29;1;162,63;182,37
S;29;1;161,67;185,22
S;29;1;160,70;188,08
S;29;1;159,74;190,93
S;29;1;158,77;193,78
S;29;1;157,80;196,63
S;29;1;156,82;199,48
S;29;1;155,85;202,33
S;29;1;154,87;205,18
S;29;1;153,89;208,03
S;29;1;152,91;210,88
S;29;1;151,93;213,73
S;29;1;150,95;216,58
S;29;1;149,97;219,43
S;29;1;148,99;222,28
S;29;1;148,01;225,12
S;29;1;147,03;227,97
S;29;1;146,05;230,82
S;29;1;145,06;233,67
S;29;1;144,09;236,52
S;29;1;143,11;239,37
S;29;1;142,13;242,22
S;29;1;141,16;245,07
S;29;1;140,18;247,92
S;29;1;139,21;250,77
S;29;1;138,24;253,62
S;29;1;137,28;256,47
S;29;1;136,32;259,33
S;29;1;135,36;262,18
S;29;1;134,40;265,04
S;29;1;133,45;267,90
S;29;1;132,50;270,76
S;29;1;131,55;273,62
S;29;1;130,61;276,48
S;29;1;129,68;279,34
S;29;1;128,74;282,21
S;29;1;127,82;285,08
S;29;1;126,90;287,94
S;29;1;125,98;290,81
S;29;1;125,07;293,69
S;29;1;124,17;296,56
S;29;1;123,27;299,43
S;29;1;122,38;302,31
S;29;1;121,50;305,19
S;29;1;120,62;308,07
S;29;1;119,75;310,96
S;29;1;118,89;313,85
S;29;1;118,04;316,73
S;29;1;117,19;319,63
S;29;1;116,35;322,52
S;29;1;115,52;325,42
S;29;1;114,70;328,31
S;29;1;113,89;331,22
S;29;1;113,09;334,12
S;29;1;112,30;337,03
S;29;1;111,52;339,93
S;29;1;110,74;342,85
S;29;1;109,98;345,76
S;29;1;109,23;348,68
S;29;1;108,49;351,60
S;29;1;107,76;354,52
S;29;1;107,05;357,45
S;29;1;106,34;360,38
S;29;1;105,65;363,31
S;29;1;104,97;366,24
S;29;1;104,30;369,18
S;29;1;103,64;372,12
S;29;1;103,00;375,06
S;29;1;102,37;378,01
S;29;1;101,75;380,96
S;29;1;101,15;383,91
S;29;1;100,56;386,86
S;29;1;99,99;389,82
S;29;0;123,67;148,35
S;29;0;126,47;149,42
S;29;0;129,33;150,34
S;29;0;132,23;151,10
S;29;0;135,17;151,71
S;29;0;138,13;152,18
S;29;0;141,11;152,54
S;29;0;144,10;152,78
S;29;0;147,09;152,93
S;29;0;150,09;153,00
S;29;0;153,09;153,00
S;29;0;156,09;152,96
S;29;0;159,09;152,87
S;29;0;162,09;152,77
S;29;0;165,08;152,65
S;29;0;168,08;152,54
S;29;0;171,08;152,45
S;29;0;174,08;152,39
S;29;0;177,08;152,40
S;29;0;180,08;152,50
S;29;0;183,07;152,68
S;29;0;186,06;152,95
S;29;0;189,04;153,31
S;29;0;192,00;153,75
S;29;0;194,96;154,27
S;29;0;197,89;154,89
S;29;0;200,81;155,59
S;29;0;203,71;156,37
S;29;0;206,58;157,25
S;29;0;209,42;158,20
S;29;0;212,23;159,24
S;29;0;215,01;160,36
S;29;0;217,76;161,57
S;29;0;220,47;162,85
S;29;0;223,15;164,21
S;29;0;225,78;165,65
S;29;0;228,37;167,16
S;29;0;230,92;168,75
S;29;0;233,42;170,41
S;29;0;235,87;172,13
S;29;0;238,27;173,93
S;29;0;240,63;175,79
S;29;0;242,93;177,71
S;29;0;245,18;179,69
S;29;0;247,37;181,74
S;29;0;249,51;183,85
S;29;0;251,57;186,02
S;29;0;253,57;188,26
S;29;0;255,49;190,56
S;29;0;257,34;192,92
S;29;0;259,12;195,34
S;29;0;260,81;197,82
S;29;0;262,42;200,35
S;29;0;263,96;202,92
S;29;0;265,40;205,55
S;29;0;266,77;208,22
S;29;0;268,05;210,94
S;29;0;269,24;213,69
S;29;0;270,35;216,47
S;29;0;271,38;219,29
S;29;0;272,32;222,14
S;29;0;273,17;225,02
S;29;0;273,95;227,92
S;29;0;274,64;230,83
S;29;0;275,25;233,77
S;29;0;275,78;236,72
S;29;0;276,23;239,69
S;29;0;276,61;242,67
S;29;0;276,91;245,65
S;29;0;277,14;248,64
S;29;0;277,29;251,64
S;29;0;277,38;254,64
S;29;0;277,39;257,63
S;29;0;277,34;260,63
S;29;0;277,22;263,63
S;29;0;277,04;266,63
S;29;0;276,80;269,62
S;29;0;276,49;272,60
S;29;0;276,13;275,58
S;29;0;275,70;278,55
S;29;0;275,22;281,51
S;29;0;274,68;284,46
S;29;0;274,09;287,40
S;29;0;273,44;290,33
S;29;0;272,74;293,25
S;29;0;271,99;296,15
S;29;0;271,19;299,04
S;29;0;270,34;301,92
S;29;0;269,43;304,78
S;29;0;268,48;307,62
S;29;0;267,48;310,45
S;29;0;266,44;313,26
S;29;0;265,34;316,06
S;29;0;264,21;318,83
S;29;0;263,02;321,59
S;29;0;261,79;324,32
S;29;0;260,52;327,04
S;29;0;259,20;329,73
S;29;0;257,83;332,40
S;29;0;256,43;335,05
S;29;0;254,97;337,68
S;29;0;253,48;340,28
S;29;0;251,94;342,85
S;29;0;250,36;345,40
S;29;0;248,73;347,92
S;29;0;247,06;350,41
S;29;0;245,34;352,87
S;29;0;243,58;355,30
S;29;0;241,77;357,70
S;29;0;239,92;360,05
S;29;0;238,01;362,37
S;29;0;236,06;364,64
S;29;0;234,06;366,88
S;29;0;232,02;369,08
S;29;0;229,94;371,24
S;29;0;227,82;373,36
S;29;0;225,66;375,45
S;29;0;223,48;377,50
S;29;0;221,25;379,52
S;29;0;219,00;381,50
S;29;0;216,72;383,45
S;29;0;214,41;385,36
S;29;0;212,08;387,25
S;29;0;209,72;389,10
S;29;0;207,34;390,92
S;29;0;204,93;392,72
S;29;0;202,51;394,49
S;29;0;200,07;396,23
S;29;0;197,60;397,94
S;29;0;195,13;399,63
S;29;0;192,63;401,30
S;29;0;190,13;402,95
S;29;0;187,60;404,57
S;29;0;185,07;406,18
S;29;0;182,53;407,77
S;29;0;179,97;409,34
S;29;0;177,41;410,90
S;29;0;174,83;412,44
S;29;0;172,25;413,95
S;29;0;169,64;415,44
S;29;0;167,02;416,91
S;29;0;164,39;418,34
S;29;0;161,74;419,75
S;29;0;159,07;421,12
S;29;0;156,38;422,45
S;29;0;153,68;423,74
S;29;0;150,95;424,99
S;29;0;148,20;426,20
S;29;0;145,43;427,35
S;29;0;142,64;428,44
S;29;0;139,82;429,48
S;29;0;136,99;430,45
S;29;0;134,12;431,35
S;29;0;131,24;432,17
S;29;0;128,33;432,90
S;29;0;125,40;433,53
S;29;0;122,44;434,06
S;29;0;119,47;434,47
S;29;0;116,49;434,75
S;29;0;113,49;434,89
S;29;0;110,49;434,87
S;29;0;107,50;434,67
S;29;0;104,52;434,29
S;29;0;101,58;433,71
S;29;0;98,69;432,91
S;29;0;95,87;431,90
S;29;0;93,14;430,66
S;29;0;90,52;429,20
S;29;0;88,02;427,53
S;29;0;85,68;425,67
S;29;0;83,48;423,62
S;29;0;81,44;421,43
S;29;0;79,55;419,09
S;29;0;77,82;416,64
S;29;0;76,24;414,10
S;29;0;74,79;411,47
G;30;0000;cap_E
S;30;1;108,46;288,05
S;30;1;111,03;289,53
S;30;1;113,70;290,81
S;30;1;116,46;291,89
S;30;1;119,29;292,78
S;30;1;122,17;293,48
S;30;1;125,08;294,01
S;30;1;128,03;294,36
S;30;1;130,98;294,57
S;30;1;133,95;294,64
S;30;1;136,91;294,59
S;30;1;139,87;294,42
S;30;1;142,82;294,15
S;30;1;145,77;293,79
S;30;1;148,70;293,36
S;30;1;151,62;292,85
S;30;1;154,53;292,27
S;30;1;157,42;291,64
S;30;1;160,31;290,96
S;30;1;163,18;290,24
S;30;1;166,05;289,47
S;30;1;168,90;288,68
S;30;1;171,75;287,85
S;30;1;174,59;287,00
S;30;1;177,42;286,13
S;30;1;180,25;285,24
S;30;1;183,08;284,34
S;30;1;185,90;283,44
S;30;1;188,72;282,53
S;30;1;191,54;281,62
S;30;1;194,37;280,71
S;30;1;197,19;279,82
S;30;1;200,02;278,94
S;30;1;202,86;278,07
S;30;1;205,70;277,24
S;30;1;208,56;276,44
S;30;1;211,42;275,67
S;30;1;214,30;274,96
S;30;1;217,19;274,30
S;30;1;220,10;273,72
S;30;1;223,02;273,23
S;30;1;225,96;272,85
S;30;0;270,63;169,54
S;30;0;267,67;169,12
S;30;0;264,68;168,86
S;30;0;261,69;168,77
