H;penstroke-edit;2;caveat_edit_subset fixing_2.cdr;464;564;0
G;0;0000;5
S;5;1;173.35;234.64
S;5;1;172.48;237.52
S;5;1;171.62;240.41
S;5;1;170.75;243.30
S;5;1;169.87;246.19
S;5;1;169.00;249.08
S;5;1;168.12;251.96
S;5;1;167.25;254.85
S;5;1;166.37;257.74
S;5;1;165.49;260.62
S;5;1;164.60;263.51
S;5;1;163.72;266.39
S;5;1;162.84;269.27
S;5;1;161.95;272.16
S;5;1;161.06;275.04
S;5;1;160.17;277.92
S;5;1;159.29;280.81
S;5;1;158.40;283.69
S;5;1;157.51;286.57
S;5;1;156.62;289.45
S;5;1;155.73;292.34
S;5;1;154.84;295.22
S;5;1;153.95;298.10
S;5;1;153.05;300.98
S;5;1;152.16;303.86
S;5;1;151.27;306.75
S;5;1;150.38;309.63
S;5;1;149.49;312.51
S;5;1;148.60;315.39
S;5;1;147.72;318.28
S;5;1;146.83;321.16
S;5;1;145.94;324.04
S;5;1;145.05;326.93
S;5;1;144.17;329.81
S;5;1;143.29;332.69
S;5;1;142.40;335.58
S;5;1;141.52;338.46
S;5;1;140.64;341.35
S;5;1;139.76;344.24
S;5;1;138.89;347.12
S;5;1;138.01;350.01
S;5;1;137.14;352.90
S;5;1;136.27;355.79
S;5;1;135.41;358.67
S;5;1;134.54;361.56
S;5;1;133.68;364.46
S;5;1;132.82;367.35
S;5;1;131.96;370.24
S;5;1;131.11;373.13
S;5;1;130.26;376.03
S;5;1;129.41;378.92
S;5;1;128.57;381.82
S;5;1;127.73;384.72
S;5;1;126.89;387.61
S;5;1;126.06;390.51
S;5;1;125.23;393.41
S;5;1;124.41;396.32
S;5;1;123.59;399.22
S;5;0;126.11;191.88
S;5;0;129.04;191.20
S;5;0;131.96;190.43
S;5;0;134.86;189.61
S;5;0;137.75;188.78
S;5;0;140.65;187.95
S;5;0;143.56;187.17
S;5;0;146.49;186.46
S;5;0;149.44;185.86
S;5;0;152.41;185.39
S;5;0;155.40;185.01
S;5;0;158.39;184.62
S;5;0;161.38;184.22
S;5;0;164.36;183.81
S;5;0;167.34;183.38
S;5;0;170.32;182.94
S;5;0;173.30;182.48
S;5;0;176.28;182.02
S;5;0;179.26;181.55
S;5;0;182.23;181.07
S;5;0;185.20;180.58
S;5;0;188.18;180.09
S;5;0;191.15;179.61
S;5;0;194.12;179.13
S;5;0;197.10;178.65
S;5;0;200.08;178.19
S;5;0;203.06;177.74
S;5;0;206.04;177.32
S;5;0;209.02;176.91
S;5;0;212.01;176.54
S;5;0;215.01;176.19
S;5;0;218.00;175.87
S;5;0;221.00;175.58
S;5;0;224.00;175.33
S;5;0;227.01;175.10
S;5;0;230.01;174.91
S;5;0;233.02;174.75
S;5;0;236.03;174.61
S;5;0;239.04;174.50
S;5;0;242.05;174.42
S;5;0;245.07;174.37
S;5;0;248.08;174.33
S;5;0;251.09;174.32
S;5;0;254.10;174.33
S;5;0;257.12;174.36
S;5;0;260.13;174.40
G;6;0000;cap_R
S;6;2;133.54;305.11
S;6;2;133.86;308.07
S;6;2;134.32;311.00
S;6;2;134.90;313.92
S;6;2;135.60;316.81
S;6;2;136.41;319.67
S;6;2;137.32;322.50
S;6;2;138.34;325.30
S;6;2;139.44;328.06
S;6;2;140.63;330.78
S;6;2;141.90;333.47
S;6;2;143.25;336.13
S;6;2;144.66;338.74
S;6;2;146.14;341.32
S;6;2;147.68;343.86
S;6;2;149.28;346.37
S;6;2;150.93;348.84
S;6;2;152.63;351.28
S;6;2;154.38;353.69
S;6;2;156.17;356.06
S;6;2;158.01;358.41
S;6;2;159.88;360.72
S;6;2;161.79;363.00
S;6;2;163.73;365.25
S;6;2;165.70;367.47
S;6;2;167.71;369.67
S;6;2;169.74;371.84
S;6;2;171.81;373.98
S;6;2;173.90;376.10
S;6;2;176.01;378.19
S;6;2;178.15;380.25
S;6;2;180.31;382.30
S;6;2;182.49;384.32
S;6;2;184.70;386.31
S;6;2;186.92;388.29
S;6;2;189.16;390.24
S;6;2;191.43;392.17
S;6;2;193.71;394.08
S;6;2;196.00;395.97
S;6;2;198.31;397.84
S;6;2;200.64;399.69
S;6;2;202.99;401.52
S;6;2;205.35;403.33
S;6;2;207.72;405.12
S;6;2;210.11;406.89
S;6;2;212.51;408.64
S;6;2;214.93;410.38
S;6;2;217.36;412.09
S;6;2;219.80;413.79
S;6;2;222.26;415.46
S;6;2;224.73;417.12
S;6;2;227.21;418.76
S;6;2;229.70;420.38
S;6;2;232.21;421.99
S;6;2;234.73;423.57
S;6;2;237.26;425.13
S;6;2;239.80;426.67
S;6;1;165.85;172.33
S;6;1;168.79;171.68
S;6;1;171.75;171.12
S;6;1;174.72;170.64
S;6;1;177.71;170.24
S;6;1;180.70;169.90
S;6;1;183.70;169.63
S;6;1;186.71;169.41
S;6;1;189.71;169.25
S;6;1;192.72;169.14
S;6;1;195.74;169.08
S;6;1;198.75;169.07
S;6;1;201.76;169.12
S;6;1;204.77;169.22
S;6;1;207.78;169.36
S;6;1;210.78;169.56
S;6;1;213.79;169.81
S;6;1;216.78;170.12
S;6;1;219.77;170.48
S;6;1;222.75;170.90
S;6;1;225.73;171.38
S;6;1;228.69;171.92
S;6;1;231.64;172.53
S;6;1;234.57;173.21
S;6;1;237.49;173.97
S;6;1;240.38;174.81
S;6;1;243.25;175.74
S;6;1;246.08;176.76
S;6;1;248.88;177.88
S;6;1;251.62;179.12
S;6;1;254.31;180.48
S;6;1;256.93;181.97
S;6;1;259.46;183.60
S;6;1;261.87;185.40
S;6;1;264.16;187.36
S;6;1;266.27;189.51
S;6;1;268.18;191.84
S;6;1;269.84;194.35
S;6;1;271.23;197.02
S;6;1;272.30;199.83
S;6;1;273.04;202.75
S;6;1;273.44;205.73
S;6;1;273.53;208.74
S;6;1;273.33;211.75
S;6;1;272.86;214.72
S;6;1;272.17;217.65
S;6;1;271.28;220.53
S;6;1;270.22;223.35
S;6;1;269.01;226.11
S;6;1;267.67;228.81
S;6;1;266.22;231.45
S;6;1;264.68;234.03
S;6;1;263.05;236.57
S;6;1;261.35;239.05
S;6;1;259.59;241.50
S;6;1;257.77;243.89
S;6;1;255.88;246.24
S;6;1;253.94;248.54
S;6;1;251.93;250.79
S;6;1;249.87;252.99
S;6;1;247.76;255.14
S;6;1;245.60;257.23
S;6;1;243.38;259.27
S;6;1;241.12;261.26
S;6;1;238.81;263.19
S;6;1;236.45;265.07
S;6;1;234.06;266.90
S;6;1;231.62;268.67
S;6;1;229.15;270.39
S;6;1;226.64;272.06
S;6;1;224.10;273.68
S;6;1;221.53;275.24
S;6;1;218.93;276.76
S;6;1;216.29;278.22
S;6;1;213.64;279.64
S;6;1;210.96;281.02
S;6;1;208.25;282.34
S;6;1;205.53;283.63
S;6;1;202.78;284.87
S;6;1;200.02;286.07
S;6;1;197.24;287.23
S;6;1;194.44;288.35
S;6;1;191.63;289.43
S;6;1;188.81;290.47
S;6;1;185.97;291.48
S;6;1;183.12;292.46
S;6;1;180.26;293.40
S;6;1;177.39;294.32
S;6;1;174.51;295.20
S;6;1;171.62;296.05
S;6;1;168.73;296.88
S;6;1;165.82;297.68
S;6;1;162.91;298.46
S;6;1;160.00;299.21
S;6;1;157.07;299.94
S;6;1;154.15;300.65
S;6;1;151.21;301.34
S;6;1;148.28;302.01
S;6;1;145.34;302.66
S;6;1;142.39;303.29
S;6;1;139.44;303.91
S;6;1;136.49;304.52
S;6;1;133.54;305.11
S;6;0;188.85;170.89
S;6;0;186.65;172.91
S;6;0;184.63;175.12
S;6;0;182.77;177.46
S;6;0;181.05;179.91
S;6;0;179.45;182.44
S;6;0;177.95;185.03
S;6;0;176.55;187.67
S;6;0;175.22;190.36
S;6;0;173.96;193.07
S;6;0;172.76;195.81
S;6;0;171.61;198.57
S;6;0;170.50;201.35
S;6;0;169.43;204.15
S;6;0;168.40;206.95
S;6;0;167.39;209.77
S;6;0;166.40;212.60
S;6;0;165.44;215.43
S;6;0;164.48;218.27
S;6;0;163.54;221.11
S;6;0;162.60;223.95
S;6;0;161.67;226.79
S;6;0;160.72;229.63
S;6;0;159.76;232.46
S;6;0;158.79;235.29
S;6;0;157.78;238.11
S;6;0;156.72;240.91
S;6;0;155.61;243.69
S;6;0;154.48;246.46
S;6;0;153.34;249.23
S;6;0;152.21;252.00
S;6;0;151.08;254.77
S;6;0;149.95;257.54
S;6;0;148.82;260.31
S;6;0;147.69;263.08
S;6;0;146.55;265.85
S;6;0;145.42;268.62
S;6;0;144.29;271.39
S;6;0;143.16;274.16
S;6;0;142.03;276.93
S;6;0;140.90;279.70
S;6;0;139.77;282.47
S;6;0;138.64;285.24
S;6;0;137.51;288.01
S;6;0;136.38;290.78
S;6;0;135.25;293.55
S;6;0;134.12;296.32
S;6;0;132.99;299.10
S;6;0;131.86;301.87
S;6;0;130.73;304.64
S;6;0;129.60;307.41
S;6;0;128.47;310.18
S;6;0;127.34;312.95
S;6;0;126.22;315.72
S;6;0;125.09;318.50
S;6;0;123.96;321.27
S;6;0;122.84;324.04
S;6;0;121.71;326.81
S;6;0;120.58;329.59
S;6;0;119.46;332.36
S;6;0;118.33;335.13
S;6;0;117.21;337.90
S;6;0;116.08;340.68
S;6;0;114.96;343.45
S;6;0;113.84;346.23
S;6;0;112.72;349.00
S;6;0;111.59;351.77
S;6;0;110.47;354.55
S;6;0;109.35;357.32
S;6;0;108.23;360.10
S;6;0;107.11;362.87
S;6;0;106.00;365.65
S;6;0;104.88;368.42
S;6;0;103.76;371.20
S;6;0;102.64;373.98
S;6;0;101.53;376.75
S;6;0;100.41;379.53
S;6;0;99.30;382.31
S;6;0;98.18;385.08
S;6;0;97.07;387.86
S;6;0;95.96;390.64
S;6;0;94.85;393.42
S;6;0;93.74;396.20
S;6;0;92.63;398.98
S;6;0;91.52;401.75
S;6;0;90.41;404.53
S;6;0;89.30;407.31
S;6;0;88.20;410.09
S;6;0;87.09;412.88
S;6;0;85.99;415.66
S;6;0;84.88;418.44
S;6;0;83.78;421.22
G;7;0000;cap_V
S;7;1;146.92;417.20
S;7;1;148.26;414.51
S;7;1;149.59;411.82
S;7;1;150.92;409.12
S;7;1;152.24;406.42
S;7;1;153.56;403.72
S;7;1;154.87;401.02
S;7;1;156.17;398.31
S;7;1;157.47;395.60
S;7;1;158.76;392.89
S;7;1;160.05;390.18
S;7;1;161.34;387.46
S;7;1;162.62;384.74
S;7;1;163.90;382.02
S;7;1;165.17;379.30
S;7;1;166.44;376.58
S;7;1;167.71;373.85
S;7;1;168.97;371.13
S;7;1;170.23;368.40
S;7;1;171.49;365.67
S;7;1;172.75;362.94
S;7;1;174.01;360.21
S;7;1;175.26;357.48
S;7;1;176.51;354.75
S;7;1;177.76;352.02
S;7;1;179.01;349.28
S;7;1;180.26;346.55
S;7;1;181.51;343.82
S;7;1;182.76;341.09
S;7;1;184.01;338.35
S;7;1;185.26;335.62
S;7;1;186.51;332.89
S;7;1;187.77;330.16
S;7;1;189.02;327.43
S;7;1;190.27;324.70
S;7;1;191.53;321.97
S;7;1;192.79;319.24
S;7;1;194.05;316.51
S;7;1;195.31;313.78
S;7;1;196.58;311.06
S;7;1;197.85;308.34
S;7;1;199.12;305.61
S;7;1;200.39;302.89
S;7;1;201.67;300.17
S;7;1;202.96;297.46
S;7;1;204.24;294.74
S;7;1;205.53;292.03
S;7;1;206.83;289.32
S;7;1;208.13;286.61
S;7;1;209.44;283.90
S;7;1;210.75;281.20
S;7;1;212.07;278.50
S;7;1;213.39;275.80
S;7;1;214.72;273.11
S;7;1;216.06;270.42
S;7;1;217.40;267.73
S;7;1;218.75;265.04
S;7;1;220.11;262.36
S;7;1;221.48;259.69
S;7;1;222.85;257.01
S;7;1;224.23;254.34
S;7;1;225.62;251.68
S;7;1;227.01;249.02
S;7;1;228.42;246.36
S;7;1;229.83;243.71
S;7;1;231.26;241.07
S;7;1;232.69;238.42
S;7;1;234.13;235.79
S;7;1;235.59;233.16
S;7;1;237.05;230.53
S;7;1;238.52;227.91
S;7;1;240.00;225.30
S;7;1;241.50;222.69
S;7;1;243.00;220.09
S;7;1;244.52;217.50
S;7;1;246.05;214.91
S;7;1;247.59;212.33
S;7;1;249.14;209.76
S;7;1;250.70;207.19
S;7;1;252.28;204.63
S;7;1;253.86;202.08
S;7;1;255.46;199.54
S;7;1;257.08;197.00
S;7;1;258.70;194.48
S;7;1;260.34;191.96
S;7;1;262.00;189.45
S;7;1;263.66;186.95
S;7;1;265.34;184.46
S;7;1;267.04;181.98
S;7;1;268.74;179.50
S;7;1;270.47;177.04
S;7;1;272.20;174.59
S;7;1;273.96;172.15
S;7;1;275.72;169.72
S;7;1;277.50;167.30
S;7;1;279.30;164.89
S;7;1;281.11;162.49
S;7;0;142.48;159.84
S;7;0;142.46;162.85
S;7;0;142.39;165.86
S;7;0;142.29;168.88
S;7;0;142.15;171.88
S;7;0;141.98;174.89
S;7;0;141.79;177.90
S;7;0;141.58;180.90
S;7;0;141.34;183.91
S;7;0;141.09;186.91
S;7;0;140.82;189.91
S;7;0;140.53;192.91
S;7;0;140.23;195.91
S;7;0;139.92;198.90
S;7;0;139.60;201.90
S;7;0;139.27;204.89
S;7;0;138.93;207.89
S;7;0;138.58;210.88
S;7;0;138.23;213.87
S;7;0;137.88;216.86
S;7;0;137.52;219.85
S;7;0;137.15;222.84
S;7;0;136.79;225.83
S;7;0;136.42;228.82
S;7;0;136.05;231.81
S;7;0;135.68;234.80
S;7;0;135.31;237.79
S;7;0;134.94;240.78
S;7;0;134.57;243.77
S;7;0;134.21;246.76
S;7;0;133.84;249.75
S;7;0;133.48;252.74
S;7;0;133.13;255.74
S;7;0;132.78;258.73
S;7;0;132.43;261.72
S;7;0;132.09;264.71
S;7;0;131.76;267.71
S;7;0;131.43;270.70
S;7;0;131.11;273.70
S;7;0;130.80;276.69
S;7;0;130.49;279.69
S;7;0;130.20;282.69
S;7;0;129.91;285.69
S;7;0;129.64;288.69
S;7;0;129.37;291.69
S;7;0;129.12;294.69
S;7;0;128.88;297.69
S;7;0;128.65;300.70
S;7;0;128.44;303.70
S;7;0;128.24;306.71
S;7;0;128.06;309.72
S;7;0;127.90;312.72
S;7;0;127.75;315.73
S;7;0;127.62;318.74
S;7;0;127.51;321.75
S;7;0;127.42;324.76
S;7;0;127.35;327.78
S;7;0;127.30;330.79
S;7;0;127.28;333.80
S;7;0;127.28;336.81
S;7;0;127.31;339.83
S;7;0;127.36;342.84
S;7;0;127.45;345.85
S;7;0;127.57;348.86
S;7;0;127.72;351.87
S;7;0;127.90;354.87
S;7;0;128.12;357.88
S;7;0;128.38;360.88
S;7;0;128.68;363.88
S;7;0;129.03;366.87
S;7;0;129.42;369.86
S;7;0;129.86;372.84
S;7;0;130.36;375.81
S;7;0;130.91;378.77
S;7;0;131.52;381.72
S;7;0;132.19;384.66
S;7;0;132.93;387.58
S;7;0;133.74;390.48
S;7;0;134.63;393.36
S;7;0;135.60;396.21
S;7;0;136.65;399.03
S;7;0;137.79;401.82
S;7;0;139.04;404.56
S;7;0;140.38;407.26
S;7;0;141.83;409.90
S;7;0;143.39;412.48
S;7;0;145.06;414.98
G;8;0000;a
S;8;1;178.28;325.01
S;8;1;179.39;327.83
S;8;1;180.49;330.65
S;8;1;181.58;333.48
S;8;1;182.68;336.30
S;8;1;183.80;339.12
S;8;1;184.94;341.93
S;8;1;186.11;344.72
S;8;1;187.33;347.50
S;8;1;188.60;350.25
S;8;1;189.93;352.97
S;8;1;191.34;355.66
S;8;1;192.83;358.29
S;8;1;194.42;360.87
S;8;1;196.12;363.39
S;8;1;197.93;365.82
S;8;1;199.86;368.15
S;8;1;201.93;370.37
S;8;1;204.13;372.45
S;8;1;206.46;374.38
S;8;1;208.93;376.14
S;8;1;211.51;377.72
S;8;1;214.21;379.09
S;8;1;217.01;380.27
S;8;1;219.88;381.23
S;8;1;222.81;382.00
S;8;0;180.34;323.98
S;8;0;178.34;326.23
S;8;0;176.29;328.44
S;8;0;174.22;330.62
S;8;0;172.11;332.78
S;8;0;169.98;334.91
S;8;0;167.83;337.01
S;8;0;165.65;339.10
S;8;0;163.46;341.17
S;8;0;161.25;343.22
S;8;0;159.03;345.25
S;8;0;156.80;347.27
S;8;0;154.55;349.28
S;8;0;152.29;351.27
S;8;0;150.02;353.26
S;8;0;147.75;355.24
S;8;0;145.47;357.21
S;8;0;143.20;359.18
S;8;0;140.91;361.14
S;8;0;138.64;363.12
S;8;0;136.38;365.12
S;8;0;134.12;367.11
S;8;0;131.84;369.08
S;8;0;129.54;371.03
S;8;0;127.22;372.95
S;8;0;124.85;374.81
S;8;0;122.45;376.62
S;8;0;119.99;378.37
S;8;0;117.47;380.02
S;8;0;114.88;381.57
S;8;0;112.23;382.98
S;8;0;109.49;384.24
S;8;0;106.66;385.29
S;8;0;103.76;386.09
S;8;0;100.79;386.56
S;8;0;97.78;386.66
S;8;0;94.79;386.31
S;8;0;91.89;385.48
S;8;0;89.23;384.09
S;8;0;87.04;382.04
S;8;0;85.52;379.45
S;8;0;84.70;376.55
S;8;0;84.43;373.56
S;8;0;84.56;370.55
S;8;0;84.99;367.57
S;8;0;85.64;364.62
S;8;0;86.45;361.72
S;8;0;87.40;358.86
S;8;0;88.46;356.04
S;8;0;89.61;353.26
S;8;0;90.83;350.50
S;8;0;92.11;347.78
S;8;0;93.45;345.08
S;8;0;94.85;342.41
S;8;0;96.28;339.76
S;8;0;97.75;337.13
S;8;0;99.24;334.51
S;8;0;100.76;331.91
S;8;0;102.30;329.32
S;8;0;103.88;326.75
S;8;0;105.48;324.20
S;8;0;107.11;321.67
S;8;0;108.78;319.16
S;8;0;110.48;316.67
S;8;0;112.22;314.21
S;8;0;114.00;311.78
S;8;0;115.81;309.37
S;8;0;117.66;306.99
S;8;0;119.55;304.65
S;8;0;121.49;302.35
S;8;0;123.48;300.08
S;8;0;125.51;297.85
S;8;0;127.59;295.67
S;8;0;129.71;293.53
S;8;0;131.88;291.44
S;8;0;134.09;289.39
S;8;0;136.34;287.39
S;8;0;138.63;285.44
S;8;0;140.97;283.53
S;8;0;143.35;281.68
S;8;0;145.76;279.89
S;8;0;148.22;278.14
S;8;0;150.71;276.45
S;8;0;153.25;274.82
S;8;0;155.81;273.24
S;8;0;158.42;271.72
S;8;0;161.21;272.64
S;8;0;163.99;273.80
S;8;0;166.73;275.03
S;8;0;169.45;276.33
S;8;0;172.14;277.70
S;8;0;174.78;279.15
S;8;0;177.37;280.68
S;8;0;179.91;282.31
S;8;0;182.37;284.05
S;8;0;184.74;285.91
S;8;0;186.99;287.91
S;8;0;189.07;290.09
S;8;0;190.92;292.47
S;8;0;192.43;295.07
S;8;0;193.46;297.90
S;8;0;193.78;300.88
S;8;0;193.28;303.85
S;8;0;192.28;306.69
S;8;0;190.98;309.40
S;8;0;189.47;312.01
S;8;0;187.81;314.53
S;8;0;186.06;316.97
S;8;0;184.21;319.36
S;8;0;182.31;321.69
S;8;0;180.34;323.98
G;9;0000;d
S;9;0;182.12;304.21
S;9;0;179.39;302.97
S;9;0;176.71;301.63
S;9;0;174.06;300.24
S;9;0;171.42;298.82
S;9;0;168.78;297.41
S;9;0;166.13;296.01
S;9;0;163.45;294.66
S;9;0;160.75;293.39
S;9;0;157.99;292.20
S;9;0;155.19;291.14
S;9;0;152.33;290.25
S;9;0;149.42;289.56
S;9;0;146.46;289.13
S;9;0;143.46;289.00
S;9;0;140.48;289.23
S;9;0;137.55;289.84
S;9;0;134.75;290.90
S;9;0;132.09;292.28
S;9;0;129.56;293.88
S;9;0;127.14;295.65
S;9;0;124.81;297.53
S;9;0;122.57;299.52
S;9;0;120.41;301.59
S;9;0;118.31;303.73
S;9;0;116.28;305.94
S;9;0;114.31;308.19
S;9;0;112.40;310.50
S;9;0;110.54;312.85
S;9;0;108.73;315.24
S;9;0;106.98;317.67
S;9;0;105.28;320.13
S;9;0;103.63;322.63
S;9;0;102.04;325.17
S;9;0;100.50;327.74
S;9;0;99.02;330.35
S;9;0;97.60;332.98
S;9;0;96.24;335.65
S;9;0;94.95;338.36
S;9;0;93.73;341.09
S;9;0;92.60;343.86
S;9;0;91.55;346.67
S;9;0;90.60;349.51
S;9;0;89.76;352.39
S;9;0;89.06;355.30
S;9;0;88.51;358.25
S;9;0;88.15;361.22
S;9;0;88.02;364.21
S;9;0;88.17;367.20
S;9;0;88.67;370.15
S;9;0;89.59;373.00
S;9;0;91.01;375.63
S;9;0;92.87;377.98
S;9;0;95.09;379.98
S;9;0;97.64;381.55
S;9;0;100.44;382.61
S;9;0;103.37;383.19
S;9;0;106.36;383.32
S;9;0;109.35;383.09
S;9;0;112.30;382.57
S;9;0;115.20;381.82
S;9;0;118.04;380.88
S;9;0;120.83;379.78
S;9;0;123.56;378.56
S;9;0;126.25;377.24
S;9;0;128.89;375.82
S;9;0;131.48;374.32
S;9;0;134.04;372.76
S;9;0;136.55;371.13
S;9;0;139.04;369.45
S;9;0;141.48;367.72
S;9;0;143.90;365.95
S;9;0;146.28;364.14
S;9;0;148.64;362.29
S;9;0;150.97;360.41
S;9;0;153.27;358.49
S;9;0;155.54;356.54
S;9;0;157.79;354.56
S;9;0;160.02;352.55
S;9;0;162.21;350.51
S;9;0;164.38;348.45
S;9;0;166.52;346.35
S;9;0;168.63;344.22
S;9;0;170.70;342.06
S;9;0;172.73;339.86
S;9;0;174.69;337.59
S;9;1;175.50;409.03
S;9;1;174.88;406.08
S;9;1;174.32;403.12
S;9;1;173.82;400.15
S;9;1;173.37;397.17
S;9;1;172.97;394.18
S;9;1;172.64;391.19
S;9;1;172.36;388.19
S;9;1;172.13;385.18
S;9;1;171.95;382.18
S;9;1;171.83;379.16
S;9;1;171.76;376.15
S;9;1;171.74;373.14
S;9;1;171.76;370.13
S;9;1;171.84;367.11
S;9;1;171.96;364.10
S;9;1;172.12;361.09
S;9;1;172.33;358.09
S;9;1;172.58;355.09
S;9;1;172.88;352.09
S;9;1;173.21;349.09
S;9;1;173.58;346.10
S;9;1;173.99;343.12
S;9;1;174.43;340.13
S;9;1;174.91;337.16
S;9;1;175.42;334.19
S;9;1;175.96;331.23
S;9;1;176.53;328.27
S;9;1;177.13;325.31
S;9;1;177.76;322.37
S;9;1;178.41;319.43
S;9;1;179.09;316.49
S;9;1;179.79;313.56
S;9;1;180.52;310.64
S;9;1;181.27;307.72
S;9;1;182.03;304.80
S;9;1;182.82;301.89
S;9;1;183.62;298.99
S;9;1;184.44;296.09
S;9;1;185.27;293.19
S;9;1;186.12;290.30
S;9;1;186.98;287.41
S;9;1;187.86;284.53
S;9;1;188.74;281.65
S;9;1;189.64;278.77
S;9;1;190.54;275.90
S;9;1;191.45;273.02
S;9;1;192.37;270.15
S;9;1;193.29;267.29
S;9;1;194.21;264.42
S;9;1;195.14;261.55
S;9;1;196.08;258.69
S;9;1;197.01;255.82
S;9;1;197.94;252.95
S;9;1;198.87;250.09
S;9;1;199.81;247.22
S;9;1;200.75;244.36
S;9;1;201.69;241.50
S;9;1;202.65;238.64
S;9;1;203.61;235.79
S;9;1;204.58;232.94
S;9;1;205.57;230.09
S;9;1;206.57;227.25
S;9;1;207.59;224.41
S;9;1;208.62;221.58
S;9;1;209.68;218.76
S;9;1;210.75;215.94
S;9;1;211.85;213.14
S;9;1;212.97;210.34
S;9;1;214.12;207.55
S;9;1;215.29;204.78
S;9;1;216.49;202.01
S;9;1;217.73;199.26
S;9;1;218.99;196.53
S;9;1;220.29;193.81
S;9;1;221.62;191.11
S;9;1;222.99;188.42
S;9;1;224.40;185.76
S;9;1;225.84;183.11
S;9;1;227.33;180.49
S;9;1;228.85;177.89
S;9;1;230.42;175.32
G;10;0000;u00a1
S;10;1;142.90;236.78
S;10;1;143.25;236.47
S;10;1;143.64;236.21
S;10;1;144.08;236.05
S;10;1;144.52;236.16
S;10;1;144.63;236.60
S;10;1;144.47;237.04
S;10;1;144.21;237.43
S;10;1;143.90;237.78
S;10;0;115.94;282.72
S;10;0;117.03;285.51
S;10;0;118.03;288.32
S;10;0;118.93;291.18
S;10;0;119.68;294.07
S;10;0;120.26;297.01
S;10;0;120.63;299.97
S;10;0;120.78;302.96
S;10;0;120.69;305.95
S;10;0;120.43;308.93
S;10;0;120.05;311.90
S;10;0;119.57;314.85
S;10;0;119.02;317.79
S;10;0;118.40;320.72
S;10;0;117.73;323.63
S;10;0;117.01;326.54
S;10;0;116.26;329.43
S;10;0;115.46;332.32
S;10;0;114.63;335.19
S;10;0;113.78;338.06
S;10;0;112.90;340.92
S;10;0;111.99;343.77
S;10;0;111.06;346.61
S;10;0;110.11;349.45
S;10;0;109.14;352.28
S;10;0;108.16;355.10
S;10;0;107.15;357.92
S;10;0;106.13;360.73
S;10;0;105.10;363.54
S;10;0;104.05;366.34
S;10;0;102.98;369.13
S;10;0;101.90;371.92
S;10;0;100.81;374.71
S;10;0;99.71;377.49
S;10;0;98.59;380.27
S;10;0;97.46;383.04
S;10;0;96.32;385.80
S;10;0;95.17;388.56
S;10;0;94.00;391.32
S;10;0;92.82;394.07
S;10;0;91.63;396.81
S;10;0;90.43;399.55
S;10;0;89.22;402.28
S;10;0;87.99;405.01
S;10;0;86.75;407.73
S;10;0;85.50;410.45
S;10;0;84.23;413.16
S;10;0;82.94;415.86
S;10;0;81.64;418.55
S;10;0;80.32;421.24
S;10;0;78.97;423.91
S;10;0;77.61;426.57
S;10;0;76.21;429.21
S;10;0;74.80;431.85
S;10;0;73.44;434.52
S;10;0;72.12;437.20
S;10;0;70.84;439.91
S;10;0;69.62;442.64
S;10;0;68.43;445.38
S;10;0;67.28;448.15
S;10;0;66.17;450.92
S;10;0;65.07;453.70
S;10;0;63.99;456.49
S;10;0;62.92;459.29
S;10;0;61.85;462.08
S;10;0;60.77;464.87
S;10;0;59.69;467.66
S;10;0;58.60;470.44
S;10;0;57.50;473.23
S;10;0;56.39;476.00
S;10;0;55.27;478.78
S;10;0;54.13;481.55
S;10;0;52.99;484.31
S;10;0;51.83;487.07
G;11;0000;u00a3
S;11;1;60.90;399.86
S;11;1;63.36;401.53
S;11;1;66.12;402.64
S;11;1;69.04;403.20
S;11;1;72.01;403.31
S;11;1;74.98;403.09
S;11;1;77.92;402.61
S;11;1;80.82;401.98
S;11;1;83.71;401.23
S;11;1;86.57;400.42
S;11;1;89.43;399.59
S;11;1;92.30;398.79
S;11;1;95.19;398.07
S;11;1;98.11;397.49
S;11;1;101.06;397.15
S;11;1;104.04;397.20
S;11;1;106.99;397.56
S;11;1;109.92;398.07
S;11;1;112.83;398.70
S;11;1;115.72;399.43
S;11;1;118.58;400.25
S;11;1;121.42;401.14
S;11;1;124.25;402.08
S;11;1;127.06;403.06
S;11;1;129.86;404.08
S;11;1;132.64;405.12
S;11;1;135.42;406.19
S;11;1;138.20;407.26
S;11;1;140.98;408.34
S;11;1;143.75;409.42
S;11;1;146.53;410.49
S;11;1;149.31;411.55
S;11;1;152.10;412.58
S;11;1;154.90;413.60
S;11;1;157.71;414.58
S;11;1;160.54;415.52
S;11;1;163.38;416.41
S;11;1;166.24;417.24
S;11;1;169.11;418.02
S;11;1;172.01;418.71
S;11;1;174.92;419.31
S;11;1;177.86;419.81
S;11;1;180.81;420.20
S;11;1;183.78;420.45
S;11;1;186.75;420.54
S;11;1;189.73;420.45
S;11;1;192.69;420.17
S;11;1;195.63;419.68
S;11;1;198.51;418.95
S;11;1;201.32;417.98
S;11;1;204.04;416.76
S;11;1;206.63;415.30
S;11;1;209.09;413.62
S;11;1;211.39;411.73
S;11;1;213.68;409.83
S;11;1;216.06;408.04
S;11;1;218.26;406.04
S;11;1;219.72;403.48
S;11;2;68.83;283.20
S;11;2;71.01;285.24
S;11;2;73.56;286.80
S;11;2;76.35;287.87
S;11;2;79.27;288.52
S;11;2;82.25;288.85
